DATE,WEEK,REGION,USE_FREQ,INDEX_FREQ_MINMAX,MA_INDEX_FREQ_MINMAX,BUZZ_FREQ,INDEX_BUZZ_FREQ_MINMAX,MA_INDEX_BUZZ_FREQ_MINMAX,TRACTION_A,TRACTION_B,TRACTION_C,INDEX_TRACTION_A_MINMAX,INDEX_TRACTION_B_MINMAX,INDEX_TRACTION_C_MINMAX,MA_INDEX_TRACTION_A_MINMAX,MA_INDEX_TRACTION_B_MINMAX,MA_INDEX_TRACTION_C_MINMAX,ATTRACTION_A,ATTRACTION_B,ATTRACTION_C,ATTRACTION_A_MINMAX,ATTRACTION_B_MINMAX,ATTRACTION_C_MINMAX,MA_ATTRACTION_A_MINMAX,MA_ATTRACTION_B_MINMAX,MA_ATTRACTION_C_MINMAX,AVG_ATTRACTION,AVG_ATTRACTION_MINMAX,MA_AVG_ATTRACTION_MINMAX,INDEX,MA_INDEX,UNIT_PRICE
2019년 12월 1주,153,은평구,0.22,2.19,2.46,0.28,5.21,7.32,0.35,0.41,0.25,60.98,34.48,22.79,9.05,5.9,8.17,0.07,0.13,-0.03,6.74,6.39,4.36,61.14,35.07,35.31,0.06,39.42,43.84,0.19,5.29,9717
2019년 12월 2주,154,은평구,0.28,3.31,2.48,0.28,4.35,5.38,0.26,0.29,0.16,33.06,35.93,42.75,6.23,5.91,5.54,-0.02,0.01,-0.12,4.15,5.79,2.17,49.02,40.03,35.73,-0.04,37.25,41.6,0.17,4.21,16672
2019년 12월 3주,155,은평구,0.31,2.96,2.61,0.41,8.1,5.73,0.3,0.41,0.23,51.28,38.51,9.52,5.91,6.07,4.44,-0.11,0,-0.18,6.61,7.09,4.94,46.27,38.53,27.21,-0.1,33.11,37.34,0.21,3.98,7816
2019년 12월 4주,156,은평구,0.3,3.13,2.9,0.29,6.27,5.98,0.36,0.36,0.28,56.9,41.61,44.12,6.33,6.37,4.48,0.07,0.07,-0.01,7.81,6.21,6.44,50.56,37.63,29.79,0.04,47.54,39.33,0.21,4.21,8586
2017년 1월 1주,1,종로구,2.22,67.56,67.56,3.34,65.16,65.16,2.72,2.77,2.83,20.53,0,0,41.16,49.46,47.94,-0.62,-0.57,-0.51,41.16,49.46,47.94,20.53,0,0,-0.57,6.84,6.84,1.66,53.07,9258
2017년 1월 2주,2,종로구,2.08,57.7,62.63,3.54,69.11,67.13,3.03,2.83,4.04,0,0,58.59,46.94,48.24,64.74,-0.51,-0.71,0.5,52.71,47.01,81.54,10.26,0,29.3,-0.24,19.53,13.18,1.79,56.57,9911
2017년 1월 3주,3,종로구,2.06,59.25,61.5,3.36,67.69,67.32,2.41,2.28,2.89,0,0,0,46.19,42.91,59.86,-0.95,-1.08,-0.47,44.7,32.25,50.09,6.84,0,19.53,-0.83,0,8.79,1.53,55.11,9127
2017년 1월 4주,4,종로구,1.83,52.02,59.13,3.19,62.28,66.06,2.61,2.28,3.32,7.45,0,43.53,45.1,41.43,60.82,-0.58,-0.91,0.13,41.83,37.01,63.72,7,0,25.53,-0.45,16.99,10.84,1.52,54.13,9662
2017년 1월 5주,5,종로구,2.25,71.68,60.16,3.07,57.31,64.1,2.37,2.59,3.53,0,0,86.26,43.99,40.49,64.59,-0.7,-0.48,0.46,36.73,45.68,63.02,1.86,0,47.1,-0.24,28.75,16.32,1.69,55.61,10461
2017년 2월 1주,6,종로구,2.3,66.77,62.43,3.17,64.14,62.85,2.47,2.82,3.02,0,2.78,6.93,41.23,40.91,57.8,-0.7,-0.35,-0.15,41.65,48.7,54.36,1.86,0.7,34.18,-0.4,3.24,12.24,1.69,55.08,9399
2017년 2월 2주,7,종로구,2.24,59.82,62.57,3.38,66.6,62.58,2.52,2.46,3.06,0,0,0,40.52,43.42,58.42,-0.86,-0.92,-0.32,41.86,42.29,52.6,1.86,0.7,34.18,-0.7,0,12.24,1.64,54.69,9633
2017년 2월 3주,8,종로구,2.32,66.56,66.21,3.33,68.62,64.17,2.7,1.53,2.59,0,0,0,42.7,40.17,54.55,-0.63,-1.8,-0.74,50.57,24.02,48.21,0,0.7,23.3,-1.06,0,8,1.53,55.3,9045
2017년 2월 4주,9,종로구,2.23,67.7,65.21,3.47,70.66,67.5,2.68,2.46,3.54,0,0,58.51,45.26,37.88,55.27,-0.79,-1.01,0.07,46.98,36.53,65.91,0,0.7,16.36,-0.58,19.5,5.68,1.71,55.38,9677
2017년 3월 1주,10,종로구,2.07,62.09,64.04,3.46,73.18,69.76,2.91,3.04,3.18,0,5.42,2.27,49.8,38.68,56.85,-0.55,-0.42,-0.28,59.79,51.88,60.69,0,1.36,15.19,-0.42,2.56,5.51,1.7,57.43,9804
2017년 3월 2주,11,종로구,2.15,66.78,65.78,3.51,75.32,71.94,2.92,3.21,3.29,0,8.06,21.74,52.58,41.35,59.14,-0.59,-0.3,-0.22,52.99,52.97,61.73,0,3.37,20.63,-0.37,9.93,8,1.76,60.4,9818
2017년 3월 3주,12,종로구,2.09,61.69,64.57,3.39,69.07,72.06,3.28,2.74,3.24,33.86,0,18.05,54.72,47.64,62.08,-0.11,-0.65,-0.15,59.12,49.19,60,8.46,3.37,25.14,-0.3,17.3,12.32,1.73,62.07,9216
2017년 3월 4주,13,종로구,2.05,60.8,62.84,3.6,77.85,73.85,3.58,2.51,3.55,23.75,0,17.16,58.31,49.04,64.33,-0.02,-1.09,-0.05,61.35,42.11,74.89,14.4,3.37,14.8,-0.39,13.64,10.86,1.75,63.08,9961
2017년 4월 1주,14,종로구,2.06,63.21,63.12,3.13,68.9,72.78,2.46,3.05,2.94,0,24.52,0,54.57,48.75,63.5,-0.67,-0.08,-0.19,44.81,50.75,57.4,14.4,8.14,14.24,-0.31,8.17,12.26,1.63,61.69,9227
2017년 4월 2주,15,종로구,2.12,67.72,63.36,3.14,78.83,73.66,2.91,2.8,2.96,30.25,18.42,40.76,57.63,49.13,63.3,-0.23,-0.34,-0.18,65.24,54.47,60.91,21.96,10.74,18.99,-0.25,29.81,17.23,1.67,63.84,8965
2017년 4월 3주,16,종로구,2.25,69.93,65.42,3.16,67.68,73.31,2.56,2.3,3.19,0,0,55.88,55.25,45.75,65.05,-0.6,-0.86,0.03,49.61,35.66,67.02,13.5,10.74,28.45,-0.48,18.63,17.56,1.64,64.28,9022
2017년 4월 4주,17,종로구,2.23,68.65,67.38,3.41,71.28,71.67,2.52,2.84,3.29,0,0,30.96,49.78,47.31,61.12,-0.89,-0.57,-0.12,39.44,48.38,59.17,7.56,10.74,31.9,-0.53,10.32,16.73,1.7,62.8,10090
2017년 5월 1주,18,종로구,2.48,90.73,74.26,3.91,84.87,75.66,3.55,2.98,3.57,5.22,0,0,56.15,48.93,64.83,-0.36,-0.93,-0.34,70.3,57.2,72.21,8.87,4.6,31.9,-0.54,1.74,15.12,1.95,66.28,9733
2017년 5월 2주,19,종로구,2.29,75.93,76.31,3.93,83.84,76.92,2.55,3.02,4.16,0,0,100,51.86,48.68,72.02,-1.38,-0.91,0.23,48.08,53.49,89.66,1.3,0,46.71,-0.69,33.33,16,1.84,66.89,8678
2017년 5월 3주,20,종로구,2.42,80.59,78.98,3.77,81.17,80.29,3.6,2.92,3.59,31.84,0,13.25,56.15,50.53,74.16,-0.17,-0.85,-0.18,66.79,43.07,75.58,9.26,0,36.05,-0.4,15.03,15.1,1.93,70.7,8626
2017년 5월 4주,21,종로구,2.29,71.67,79.73,3.5,73.39,80.82,2.24,2.67,2.56,0,0,0,57.96,48.91,70.99,-1.26,-0.83,-0.94,46.67,41.9,46.49,9.26,0,28.31,-1.01,0,12.52,1.59,71.26,8393
2017년 5월 5주,22,종로구,2.14,65.86,73.51,3.43,76.17,78.64,3.22,2.87,3.61,18.92,15.09,65.94,56.52,46.21,71.2,-0.21,-0.56,0.18,64.53,46.37,73.08,12.69,3.77,44.8,-0.2,33.32,20.42,1.79,70.53,8513
2017년 6월 1주,23,종로구,2.32,75.09,73.3,3.84,76.4,76.78,3.76,3.52,3.21,32.77,13.41,0,60.88,45.25,64.24,-0.08,-0.32,-0.63,65.51,49.65,61.82,20.88,7.12,19.8,-0.34,15.39,15.93,1.94,69.16,8926
2017년 6월 2주,24,종로구,2.15,67.01,69.91,3.7,77.1,75.76,3.71,2.58,3.44,45.45,0,16.24,61.74,43.81,61.65,0.01,-1.12,-0.26,70.27,37.34,65.2,24.29,7.12,20.54,-0.46,20.56,17.32,1.8,66.05,8152
2017년 6월 3주,25,종로구,2.26,63.27,67.81,3.93,76.41,76.52,2.71,3.05,4.27,0,0,53.25,61.9,44.84,67.05,-1.22,-0.88,0.34,47.29,46,68.1,24.29,7.12,33.86,-0.59,17.75,21.76,1.87,67.27,9250
2017년 6월 4주,26,종로구,2.39,71.25,69.16,3.69,74.14,76.01,3.12,4,3.24,0,35.75,0,59.43,48.58,63.46,-0.57,0.31,-0.45,54.64,61.35,58.7,19.56,12.29,17.37,-0.24,11.92,16.4,1.95,66.84,8496
2017년 7월 1주,27,종로구,2.15,65.25,66.7,3.77,74.6,75.56,3.18,3.62,3.87,0,16.34,50.35,57.45,47.6,64.51,-0.59,-0.15,0.1,57.61,45.71,66.04,11.36,13.02,29.96,-0.21,22.23,18.12,1.9,65.73,8667
2017년 7월 2주,28,종로구,2.33,65.55,66.33,3.58,68.4,73.39,3.41,2.47,3.67,6.45,0,31.66,53,46.94,64.28,-0.17,-1.11,0.09,52.46,34.69,64.27,1.61,13.02,33.82,-0.4,12.7,16.15,1.84,64.93,8450
2017년 7월 3주,29,종로구,2.3,66.35,67.1,3.6,71.83,72.24,2.29,3.22,3.74,0,18.94,53.01,50.83,48.34,64.57,-1.31,-0.38,0.14,38.62,51.6,69.26,1.61,17.76,33.75,-0.52,23.98,17.71,1.79,64.85,8277
2017년 7월 4주,30,종로구,2.35,67.08,66.06,3.54,73.63,72.11,2.5,2.47,3.55,0,0,32.95,50.06,41.4,66.36,-1.04,-1.07,0.01,51.57,33.61,65.86,1.61,8.82,41.99,-0.7,10.98,17.47,1.73,63.01,8522
2017년 7월 5주,31,종로구,2.34,68.91,66.97,3.95,76.91,72.69,3.77,3.11,4.03,19.57,0,39.61,53.58,41.48,66.26,-0.18,-0.84,0.08,71.67,46.01,65.64,6.51,4.74,39.31,-0.31,19.73,16.85,1.99,64.53,8411
2017년 8월 1주,32,종로구,2.27,63.5,66.46,3.4,70.42,73.2,2.25,2.36,3.23,0,0,31.94,49.5,42.89,64.48,-1.15,-1.04,-0.17,36.14,40.34,57.14,4.89,4.74,39.38,-0.79,10.65,16.34,1.63,63.64,8999
2017년 8월 2주,33,종로구,2.3,71.19,67.67,3.93,72.27,73.31,3.08,2.83,3.8,0,0,18.37,54.2,41.1,61.78,-0.85,-1.1,-0.13,57.41,44.43,58.46,4.89,0,30.72,-0.69,6.12,11.87,1.85,63.57,8880
2017년 8월 3주,34,종로구,2.48,77.82,70.36,3.14,63.47,70.77,2.84,2.25,2.9,2.61,0,0,54.19,41.47,58.54,-0.3,-0.89,-0.24,51.54,35.1,52.92,5.55,0,22.48,-0.48,0.87,9.34,1.71,63.56,8373
2017년 8월 4주,35,종로구,2.43,76.37,72.22,3.72,72.02,69.54,3.24,3.2,3.08,0,0,0,51.13,43.58,55.36,-0.48,-0.52,-0.64,59.45,54.47,52.92,0.65,0,12.58,-0.55,0,4.41,1.87,63.36,8778
2017년 9월 1주,36,종로구,2.34,78.89,76.07,3.63,69.31,69.27,3.09,2.93,3.86,0,0,56.99,54.83,44.8,57.98,-0.54,-0.7,0.23,50.91,45.22,67.6,0.65,0,18.84,-0.34,19,6.5,1.88,65.09,8331
2017년 9월 2주,37,종로구,2.46,83.15,79.06,3.52,76.54,70.33,2.96,2.32,3.56,0,0,33.33,55.09,43.02,61.68,-0.56,-1.2,0.04,58.45,37.28,73.29,0.65,0,22.58,-0.57,11.11,7.75,1.8,66.07,8607
2017년 9월 3주,38,종로구,2.24,72.99,77.85,3.78,77.43,73.82,3.42,3.26,3.18,4.86,5.41,0,56.71,46.17,62.4,-0.36,-0.52,-0.6,58.02,47.71,55.79,1.22,1.35,22.58,-0.49,3.42,8.38,1.84,66.71,8563
2017년 9월 4주,39,종로구,2.17,71.48,76.63,3.49,73.42,74.17,3.28,2.88,3.38,1.25,0,15.94,58.89,42.33,66,-0.21,-0.61,-0.11,68.19,39.13,67.33,1.53,1.35,26.56,-0.31,5.73,9.82,1.78,66.02,8421
2017년 10월 1주,40,종로구,2.86,100,81.91,4.03,83.3,77.67,2.63,2.33,4.58,0,0,100,58.98,39.03,71.21,-1.4,-1.7,0.55,51.27,32.01,88.42,1.53,1.35,37.32,-0.85,33.33,13.4,2.01,67.46,10172
2017년 10월 2주,41,종로구,2.45,87.21,82.92,4.18,84.15,79.57,3.69,3.25,3.65,0,0,0,59.9,42.57,70.4,-0.49,-0.93,-0.53,62.12,51.42,70.08,1.53,1.35,28.98,-0.65,0,10.62,1.99,68.19,8517
2017년 10월 3주,42,종로구,2.49,87.36,86.51,3.78,70.28,77.79,2.58,2.62,3.61,0,0,32.62,55.4,39.86,70.43,-1.2,-1.16,-0.17,40.03,36.9,55.88,0.31,0,37.14,-0.84,10.87,12.48,1.81,66.89,9357
2017년 10월 4주,43,종로구,2.37,78.99,88.39,3.59,78.29,79,3.01,2.84,2.62,0,0,0,53.23,42.28,65.33,-0.58,-0.75,-0.97,59.49,48.78,46.93,0,0,33.15,-0.77,0,11.05,1.73,66.85,9228
2017년 10월 5주,44,종로구,2.43,82.33,83.97,3.73,75.05,76.94,2.96,3.33,3.76,0,0,26.44,54.02,48.03,59.89,-0.77,-0.4,0.03,54.44,55.04,66.67,0,0,14.76,-0.38,8.81,4.92,1.93,67.22,7837
2017년 11월 1주,45,종로구,2.42,79.43,82.03,3.43,68.07,72.92,2.88,3.02,3.37,0,9.28,36.84,51.68,46.35,58.15,-0.55,-0.41,-0.06,52.77,44.67,63.11,0,2.32,23.97,-0.34,15.37,8.76,1.84,66.22,8850
2017년 11월 2주,46,종로구,2.23,69.82,77.64,3.54,73.79,73.8,3.24,2.34,3.3,9.09,0,0,56.99,46.56,61.37,-0.3,-1.2,-0.24,61.25,37.74,68.75,2.27,2.32,15.82,-0.58,3.03,6.8,1.73,67.49,9904
2017년 11월 3주,47,종로구,2.22,69.31,75.22,3.75,73.96,72.72,3.24,3.43,3.38,22.06,24.41,0,55.59,47.91,65.58,-0.51,-0.32,-0.37,53.91,54.19,63.77,7.79,8.42,15.82,-0.4,15.49,10.68,1.86,68.04,8430
2017년 11월 4주,48,종로구,2.19,64.94,70.88,3.54,70.93,71.69,3.3,2.04,3.17,14,0,0,57.87,41.94,62.69,-0.24,-1.5,-0.37,63.57,31.15,55.13,11.29,8.42,9.21,-0.7,4.67,9.64,1.68,65.64,9656
2017년 12월 1주,49,종로구,2.24,70.69,68.69,3.37,69.87,72.14,2.9,2.99,3.11,0,16.72,7.33,59.2,41.05,59.96,-0.47,-0.38,-0.26,58.06,41.13,52.2,11.29,10.28,1.83,-0.37,8.02,7.8,1.75,64.61,8817
2017년 12월 2주,50,종로구,2.25,66.77,67.93,3.29,66.4,70.29,2.66,3.17,2.99,0,48.12,8.33,54.51,44.54,55.29,-0.63,-0.12,-0.3,42.49,51.71,50.08,9.02,22.31,3.91,-0.35,18.82,11.75,1.73,64.39,8914
2017년 12월 3주,51,종로구,2.37,69.62,68.01,3.2,65.63,68.21,2.73,2.59,3.05,13.73,0,12.34,53.15,40.1,52.1,-0.47,-0.61,-0.15,48.49,36.43,51,6.93,16.21,7,-0.41,8.69,10.05,1.72,61.91,10825
2017년 12월 4주,52,종로구,2.46,72.01,69.77,3.65,75.95,69.46,3.47,3.05,3.02,27.45,5.63,0,56.55,46.1,52.36,-0.18,-0.6,-0.63,77.18,55.15,56.18,10.3,17.62,7,-0.47,11.03,11.64,1.88,64.18,10404
2018년 1월 1주,53,종로구,2.38,65.28,68.42,3.45,68.81,69.2,3.04,2.24,2.71,5.08,0,0,54.16,44.58,50.54,-0.41,-1.21,-0.74,48.48,35.05,44.91,11.57,13.44,5.17,-0.79,1.69,10.06,1.68,62.65,10825
2018년 1월 2주,54,종로구,2.38,63.37,67.57,3.55,63.2,68.4,2.19,2.9,2.57,0,17.18,0,51.96,41.8,47.87,-1.36,-0.65,-0.98,33.69,40.56,39.38,11.57,5.7,3.08,-1,5.73,6.79,1.64,59.83,9693
2018년 1월 3주,55,종로구,2.31,63.13,65.95,3.55,66.54,68.62,3.08,3.18,3.16,0,37.58,7.14,52.61,46.01,48.77,-0.47,-0.37,-0.39,51.08,53.27,54.61,8.13,15.1,1.78,-0.41,14.91,8.34,1.82,61.13,9294
2018년 1월 4주,56,종로구,2.19,60,62.95,2.91,57.2,63.94,2.73,1.66,2.38,38.16,11.04,15.38,47.59,37.47,44.2,-0.18,-1.25,-0.53,57.11,20.99,37.9,10.81,16.45,5.63,-0.65,21.53,10.97,1.48,55.41,9001
2018년 1월 5주,57,종로구,2.32,64.29,62.7,2.93,55.24,60.54,2.75,2.44,3,16.24,0,33.69,49.47,37.74,44.35,-0.18,-0.49,0.07,56.01,36.15,45.52,13.6,16.45,14.05,-0.2,16.64,14.7,1.68,55.7,9223
2018년 2월 1주,58,종로구,2.31,64.55,62.99,3.5,69.48,62.11,3.12,2.87,3.33,0,0,26.32,55.26,38.81,49.34,-0.38,-0.63,-0.17,56.83,44.84,59.35,13.6,12.16,20.63,-0.39,8.77,15.46,1.81,58.54,9472
2018년 2월 2주,59,종로구,2.2,63.67,63.13,3.31,68.63,62.64,2.4,2.16,2.43,0,0,0,52.76,33.6,45.93,-0.91,-1.15,-0.88,41.11,32.43,40.96,13.6,2.76,18.85,-0.98,0,11.74,1.51,55.68,10774
2018년 2월 3주,60,종로구,2.39,66.17,64.67,3.21,63.95,64.32,2.36,2.73,3.3,0,30.24,46.5,49.88,39.31,50.36,-0.85,-0.48,0.09,45.56,43.82,55.61,4.06,7.56,26.63,-0.41,25.58,12.75,1.73,58.88,10054
2018년 2월 4주,61,종로구,2.37,72.43,66.71,3.18,60.66,65.68,2.65,2.85,3.36,2.52,16.56,53.97,47.61,39.86,53.75,-0.53,-0.33,0.18,46.94,38.35,59.08,0.63,11.7,31.7,-0.23,24.35,14.68,1.77,59.05,10221
2018년 3월 1주,62,종로구,2.23,63.47,66.44,3.3,62.1,63.83,3.29,2.34,2.72,33.85,0,0,49.52,38.48,50.25,-0.01,-0.96,-0.58,64.48,39.32,45.36,9.09,11.7,25.12,-0.52,11.28,15.3,1.67,58.2,9485
2018년 3월 2주,63,종로구,2.34,71.14,68.3,3.16,61.58,62.07,2.81,2.5,3.29,5.91,0,41.13,51.79,39.51,54.19,-0.35,-0.66,0.13,50.18,36.55,56.7,10.57,11.7,35.4,-0.29,15.68,19.22,1.74,60.37,10083
2018년 3월 3주,64,종로구,2.25,66.78,68.46,3.3,61.81,61.54,2.56,2.35,2.77,0,0,0,52.09,37.03,52.63,-0.74,-0.95,-0.53,46.78,33.91,49.38,10.57,4.14,23.77,-0.74,0,12.83,1.6,59.15,9042
2018년 3월 4주,65,종로구,2.18,65.78,66.79,3.38,67.2,63.17,3.18,2.28,3.45,12.28,0,46.89,55.88,36.45,52.14,-0.2,-1.1,0.07,62.08,36.01,57.1,13.01,0,22,-0.41,19.72,11.67,1.72,59.87,9318
2018년 4월 1주,66,종로구,2.26,69.67,68.34,3.14,68.53,64.78,2.8,2.55,3.08,15.04,0,21.49,53.69,35.71,54.87,-0.34,-0.59,-0.06,55.71,36.38,56.3,8.31,0,27.38,-0.33,12.18,11.9,1.69,60.19,8948
2018년 4월 2주,67,종로구,2.2,70.36,68.15,2.84,56.11,63.41,2.57,2.15,2.23,3.75,0,0,53.19,34.2,49.97,-0.27,-0.69,-0.61,48.19,30.5,37.1,7.77,0,17.09,-0.52,1.25,8.29,1.51,57.78,9742
2018년 4월 3주,68,종로구,2.33,76.51,70.58,3.45,70.93,65.69,2.55,2.52,3.82,0,16.56,55.36,53.75,35.29,53.58,-0.9,-0.93,0.37,49.04,38.28,63.82,7.77,4.14,30.93,-0.49,23.97,14.28,1.76,59.22,8861
2018년 4월 4주,69,종로구,2.31,70.43,71.74,3.44,68.97,66.13,2.98,2.07,2.81,0,0,0,53.41,33.82,51.63,-0.46,-1.37,-0.63,60.69,30.13,49.3,4.7,4.14,19.21,-0.82,0,9.35,1.64,58.43,9640
2018년 4월 5주,70,종로구,2.38,77.26,73.64,3.27,60.26,64.07,3.07,2.16,2.66,5.51,0,0,53.86,32.04,47.99,-0.2,-1.11,-0.61,57.52,29.24,41.75,2.31,4.14,13.84,-0.64,1.84,6.77,1.67,56.6,8766
2018년 5월 1주,71,종로구,2.41,77.43,75.41,3.21,58.2,64.59,2.51,2.68,3.11,0,17.63,13.44,51.94,32.7,49.84,-0.7,-0.53,-0.1,40.52,33.17,44.49,1.38,8.55,17.2,-0.44,10.36,9.04,1.73,56.8,9523
2018년 5월 2주,72,종로구,2.54,80.92,76.51,2.99,56.35,60.94,2.14,1.81,2.67,0,7.91,0.6,49.64,28.53,43.86,-0.85,-1.18,-0.32,39.85,21.57,39.88,1.38,6.39,3.51,-0.78,2.84,3.76,1.58,53.73,8849
2018년 5월 3주,73,종로구,2.53,84.67,80.07,3.51,70.33,61.28,3.9,2.68,3.12,100,0,0,53.63,32.07,45.5,0.39,-0.83,-0.39,76.62,44.3,55.88,26.38,6.39,3.51,-0.28,33.33,12.09,1.92,56.9,9101
2018년 5월 4주,74,종로구,2.4,73.33,79.09,3.07,56.42,60.32,2.44,2.92,3.3,0,25.11,51.63,49.84,35.25,47.94,-0.63,-0.15,0.23,42.36,41.97,51.5,25,12.66,16.42,-0.18,25.58,18.03,1.76,58.04,8498
2018년 6월 1주,75,종로구,2.29,74.73,78.41,3.22,64.96,62.01,2.42,3.14,3.5,0,53.97,80.85,51.04,40.56,52.73,-0.8,-0.08,0.28,45.35,54.42,63.67,25,21.75,33.27,-0.2,44.94,26.67,1.77,60.99,8568
2018년 6월 2주,76,종로구,2.35,76.26,77.25,3.16,63.47,63.79,2.37,2.55,2.58,0,8.65,0,51.88,45.34,53.69,-0.79,-0.61,-0.58,43.2,40.68,43.72,25,21.93,33.12,-0.66,2.88,26.68,1.62,62.4,8271
2018년 6월 3주,77,종로구,2.38,69.81,73.53,3.25,67.44,63.07,2.6,3.1,3.45,0,39.46,57.3,44.06,47.1,57.45,-0.65,-0.15,0.2,45.34,51.34,70.89,0,31.8,47.44,-0.2,32.26,26.42,1.81,61.24,8798
2018년 6월 4주,78,종로구,2.3,62.5,70.83,3,59.48,63.84,2.48,2.35,2.51,0,0,0,44.54,46.48,56.08,-0.52,-0.65,-0.49,44.29,39.49,46.04,0,25.52,34.54,-0.55,0,20.02,1.58,60.29,8904
2018년 7월 1주,79,종로구,2.15,60.88,67.36,3.01,63.03,63.35,2.7,2.49,2.87,21.25,0,9.71,45.71,43.46,54.96,-0.31,-0.52,-0.14,50,42.33,59.17,5.31,12.03,16.75,-0.32,10.32,11.37,1.61,59.41,8671
2018년 7월 2주,80,종로구,2.3,64.81,64.5,2.87,59.16,62.28,2.54,2.15,2.73,0,0,17.46,47.33,42.47,55.91,-0.33,-0.72,-0.14,49.71,36.72,47.54,5.31,9.87,21.12,-0.4,5.82,12.1,1.59,60.01,9075
2018년 7월 3주,81,종로구,2.16,59.04,61.81,3.08,66.96,62.16,2.95,2.81,3.11,27,34.24,36.97,50.58,41.64,56.01,-0.13,-0.27,0.03,58.32,48.03,71.3,12.06,8.56,16.03,-0.12,32.74,12.22,1.71,60.13,7964
2018년 7월 4주,82,종로구,2.1,52.79,59.38,2.91,61.77,62.73,2.09,2.37,2.72,0,25.61,28.89,49.58,41.23,56.22,-0.82,-0.54,-0.19,40.27,37.86,46.86,12.06,14.96,23.26,-0.52,18.17,16.76,1.5,59.93,8283
2018년 7월 5주,83,종로구,2.11,54.44,57.77,2.74,55.83,60.93,2.37,2.16,2.52,2.44,0,1.52,47.99,39.47,53.54,-0.37,-0.58,-0.22,43.66,35.26,48.46,7.36,14.96,21.21,-0.39,1.32,14.51,1.49,57.68,8409
2018년 8월 1주,84,종로구,2.25,58.76,56.26,2.86,59.33,60.97,2.74,2.18,2.21,11.97,0,0,49.05,39.73,51.42,-0.12,-0.68,-0.65,53.94,37.78,39.05,10.35,14.96,16.84,-0.48,3.99,14.06,1.54,57,8052
2018년 8월 2주,85,종로구,2.32,62.28,57.07,3.18,66.25,60.8,2.73,2.58,2.57,0,0,0,45.96,37.85,45.05,-0.45,-0.6,-0.61,45.96,40.51,45.81,3.6,6.4,7.6,-0.55,0,5.87,1.65,54.65,8863
2018년 8월 3주,86,종로구,2.25,59.54,58.76,3.45,75.5,64.23,2.4,3.34,3.55,0,26.95,61.67,45.86,43.1,51.03,-1.05,-0.11,0.1,39.86,58.87,70.8,3.6,6.74,15.8,-0.35,29.54,8.71,1.78,57.41,8184
2018년 8월 4주,87,종로구,2.29,59.89,60.12,3.36,69.89,67.74,2.73,3.15,3.85,0,34.25,99.19,47.44,48.46,57.05,-0.63,-0.21,0.49,50,56.7,72.52,2.99,15.3,40.21,-0.12,44.48,19.5,1.84,61.56,8934
2018년 9월 1주,88,종로구,2.25,64.67,61.6,3.21,65.09,69.18,2.87,2.73,3.05,0,18.99,22.14,48.75,50.93,60.32,-0.34,-0.48,-0.16,59.17,47.63,52.14,0,20.05,45.75,-0.33,13.71,21.93,1.71,63.43,8560
2018년 9월 2주,89,종로구,2.32,66.04,62.54,3.09,59.53,67.5,2.94,2.26,2.8,2.86,0,17.92,50.13,49.07,61.48,-0.15,-0.83,-0.29,51.49,33.09,50.46,0.71,20.05,50.23,-0.42,6.93,23.67,1.66,63.42,8400
2018년 9월 3주,90,종로구,2.15,59.51,62.53,3.26,69.16,65.92,2.81,2.56,2.44,0,13.96,0,53.89,45.18,55.2,-0.45,-0.7,-0.82,54.88,43.32,45.69,0.71,16.8,34.81,-0.66,4.65,17.44,1.58,62.07,8609
2018년 9월 4주,91,종로구,2.67,87.06,69.32,3.61,74.43,67.05,2.81,2.85,2.78,0,0,0,55.74,43.78,50.57,-0.8,-0.76,-0.83,57.41,51.08,53.98,0.71,8.24,10.01,-0.8,0,6.32,1.83,62.37,9995
2018년 10월 1주,92,종로구,2.23,71.03,70.91,3.89,80.46,70.9,3.23,3.11,3.38,9.7,0,0,56.66,43.61,52.07,-0.66,-0.78,-0.51,62.87,46.96,58.14,3.14,3.49,4.48,-0.65,3.23,3.7,1.82,62.46,9671
2018년 10월 2주,93,종로구,2.47,70.09,71.92,3.54,65.98,72.51,2.9,2.91,3.23,0,0,3.13,56.36,47.3,52.9,-0.64,-0.63,-0.31,50.26,47.83,53.79,2.42,3.49,0.78,-0.53,1.04,2.23,1.83,64.03,10195
2018년 10월 3주,94,종로구,2.49,69.6,74.45,2.97,58.53,69.85,2.95,3.02,2.46,43.24,54.67,0,55.56,49.29,51.41,-0.02,0.05,-0.51,51.69,51.29,39.74,13.23,13.67,0.78,-0.16,32.64,9.23,1.77,64.6,8831
2018년 10월 4주,95,종로구,2.25,61.72,68.11,3.39,74.44,69.85,3.13,2.91,2.87,0,0.84,0,59.08,50.87,53.32,-0.26,-0.48,-0.52,71.5,57.4,61.59,13.23,13.88,0.78,-0.42,0.28,9.3,1.74,65.12,8960
2018년 10월 5주,96,종로구,2.31,63.69,66.28,3.34,67.41,66.59,2.33,2.7,2.66,0,15.23,0,52.56,50.44,50.87,-1.01,-0.64,-0.68,36.81,45.23,48.35,10.81,17.69,0.78,-0.78,5.08,9.76,1.62,63.35,9881
